codigo_mao_de_obra;descricao;unidade;operacao;ups;tipo
6951;REINST COND AL SECUND MULTIPLEX TODOS LM;KM;INSTALAR;36.66; LM 
6951;REINST COND AL SECUND MULTIPLEX TODOS LM;KM;RETIRAR;15.71; LM 
6907;REINST CRUZAMENTO AEREO FLY TAP BT LM;UN;INSTALAR;0.2; LM 
6907;REINST CRUZAMENTO AEREO FLY TAP BT LM;UN;RETIRAR;0.08; LM 
6906;REINST CRUZAMENTO AEREO FLY TAP MT LM;UN;INSTALAR;0.39; LM 
6906;REINST CRUZAMENTO AEREO FLY TAP MT LM;UN;RETIRAR;0.16; LM 
7558;REINST ESP LO / VERT CB 35 A 185 LM;UN;INSTALAR;1.32; LM 
7558;REINST ESP LO / VERT CB 35 A 185 LM;UN;RETIRAR;0.57; LM 
6918;REINST ESTAI CON-PST/CRUZ-PST/PST-PST LM;UN;INSTALAR;1.6; LM 
6918;REINST ESTAI CON-PST/CRUZ-PST/PST-PST LM;UN;RETIRAR;0.68; LM 
6917;REINST ESTAI CRUZETA A CRUZETA LM;UN;INSTALAR;1.6; LM 
6917;REINST ESTAI CRUZETA A CRUZETA LM;UN;RETIRAR;0.68; LM 
7580;REINST ESTR. PRIM ?  T4 E TE CRZ CONC LM;UN;INSTALAR;7.34; LM 
7580;REINST ESTR. PRIM ?  T4 E TE CRZ CONC LM;UN;RETIRAR;3.14; LM 
7584;REINST ESTRUTURA PRIM CE1/CE1-A LM;UN;INSTALAR;1.47; LM 
7584;REINST ESTRUTURA PRIM CE1/CE1-A LM;UN;RETIRAR;0.63; LM 
6923;REINST ESTRUTURA PRIM CE2 LM;UN;INSTALAR;1.47; LM 
6923;REINST ESTRUTURA PRIM CE2 LM;UN;RETIRAR;0.63; LM 
6925;REINST ESTRUTURA PRIM CE3 LM;UN;INSTALAR;5.88; LM 
6925;REINST ESTRUTURA PRIM CE3 LM;UN;RETIRAR;2.52; LM 
6926;REINST ESTRUTURA PRIM CE4 LM;UN;INSTALAR;5.88; LM 
6926;REINST ESTRUTURA PRIM CE4 LM;UN;RETIRAR;2.52; LM 
6933;REINST ESTRUTURA PRIM HT/HTE LM;UN;INSTALAR;7.36; LM 
6933;REINST ESTRUTURA PRIM HT/HTE LM;UN;RETIRAR;3.15; LM 
6519;REINST ESTRUTURA PRIMARIA MRT U1,U2 LM;UN;INSTALAR;0.48; LM 
6519;REINST ESTRUTURA PRIMARIA MRT U1,U2 LM;UN;RETIRAR;0.21; LM 
6520;REINST ESTRUTURA PRIMARIA MRT U3,U4 LM;UN;INSTALAR;1.2; LM 
6520;REINST ESTRUTURA PRIMARIA MRT U3,U4 LM;UN;RETIRAR;0.52; LM 
7592;REINST ESTRUTURA PRIM N1/M1/B1 CONC LM;UN;INSTALAR;1.83; LM 
7592;REINST ESTRUTURA PRIM N1/M1/B1 CONC LM;UN;RETIRAR;0.79; LM 
6511;REINST ESTRUTURA PRIM N2/M2/B2/B2-E LM;UN;INSTALAR;1.23; LM 
6511;REINST ESTRUTURA PRIM N2/M2/B2/B2-E LM;UN;RETIRAR;0.52; LM 
7582;REINST ESTR. PRIM N3, M3, B3 CRZ CONC LM;UN;INSTALAR;4.59; LM 
7582;REINST ESTR. PRIM N3, M3, B3 CRZ CONC LM;UN;RETIRAR;1.96; LM 
6513;REINST ESTRUTURA PRIM N4/M4/B4 LM;UN;INSTALAR;3.07; LM 
6513;REINST ESTRUTURA PRIM N4/M4/B4 LM;UN;RETIRAR;1.31; LM 
6516;REINST ESTRUTURA PRIM T4/TE/T4-T LM;UN;INSTALAR;4.9; LM 
6516;REINST ESTRUTURA PRIM T4/TE/T4-T LM;UN;RETIRAR;2.1; LM 
6517;REINST ESTR PRIM TIPO P1, PT1 OU PTA1 LM;UN;INSTALAR;1.41; LM 
6517;REINST ESTR PRIM TIPO P1, PT1 OU PTA1 LM;UN;RETIRAR;0.61; LM 
6521;REINST ESTRUTURA PRIMARIA TIPO P3 LM;UN;INSTALAR;3.53; LM 
6521;REINST ESTRUTURA PRIMARIA TIPO P3 LM;UN;RETIRAR;1.51; LM 
6522;REINST ESTRUTURA PRIMARIA TIPO P4 LM;UN;INSTALAR;3.53; LM 
6522;REINST ESTRUTURA PRIMARIA TIPO P4 LM;UN;RETIRAR;1.51; LM 
6938;REINST ESTRUTURA SECUNDARIA CONVENCIONAL;UN;INSTALAR;0.74; LM 
6938;REINST ESTRUTURA SECUNDARIA CONVENCIONAL;UN;RETIRAR;0.31; LM 
7595;REINST ISOLADOR DE PINO LM;UN;INSTALAR;0.32; LM 
7595;REINST ISOLADOR DE PINO LM;UN;RETIRAR;0.14; LM 
7524;REINS N2, M2, B2 CRZ DE CONC LM;UN;INSTALAR;1.83; LM 
7524;REINS N2, M2, B2 CRZ DE CONC LM;UN;RETIRAR;0.79; LM 
7531;REINST  N4, M4, B4 CRZ CONC LM;UN;INSTALAR;4.59; LM 
7531;REINST  N4, M4, B4 CRZ CONC LM;UN;RETIRAR;1.97; LM 
6336;REINST POSTE ACIMA DE 13M LM;UN;INSTALAR;4.42; LM 
6336;REINST POSTE ACIMA DE 13M LM;UN;RETIRAR;1.89; LM 
6338;REINST POSTE DE 8,5 ATE 13M LM;UN;INSTALAR;2.95; LM 
6338;REINST POSTE DE 8,5 ATE 13M LM;UN;RETIRAR;1.26; LM 
6523;REINST RAMAL SERVICO CONSUM BIFASICO LM;UN;INSTALAR;0.34; LM 
6523;REINST RAMAL SERVICO CONSUM BIFASICO LM;UN;RETIRAR;0.15; LM 
6524;REINST RAMAL SERVICO CONSUM MONOF LM;UN;INSTALAR;0.34; LM 
6524;REINST RAMAL SERVICO CONSUM MONOF LM;UN;RETIRAR;0.15; LM 
6525;REINST RAMAL SERVICO CONSUM TRIFASICO LM;UN;INSTALAR;0.34; LM 
6525;REINST RAMAL SERVICO CONSUM TRIFASICO LM;UN;RETIRAR;0.15; LM 
6599;REINST REGULADOR TENSAO MONOPOLAR LM;UN;INSTALAR;8.1; LM 
6599;REINST REGULADOR TENSAO MONOPOLAR LM;UN;RETIRAR;3.47; LM 
6943;REINST  RELIG NA REDE MT LM;UN;INSTALAR;8.1; LM 
6943;REINST  RELIG NA REDE MT LM;UN;RETIRAR;3.47; LM 
6339;REINST TRANSF DIST AEREO MONOFASICO LM;UN;INSTALAR;5; LM 
6339;REINST TRANSF DIST AEREO MONOFASICO LM;UN;RETIRAR;2.14; LM 
6340;REINST TRANSF DIST TRIFASICO LM;UN;INSTALAR;6.87; LM 
6340;REINST TRANSF DIST TRIFASICO LM;UN;RETIRAR;2.95; LM 
6486;REMAN BANCO CAPACITOR 300 KVAR LM;UN;INSTALAR;1.12; LM 
6486;REMAN BANCO CAPACITOR 300 KVAR LM;UN;RETIRAR;0.48; LM 
6477;REMAN BANCO CAPACITOR 600 KVAR LM;UN;INSTALAR;1.12; LM 
6477;REMAN BANCO CAPACITOR 600 KVAR LM;UN;RETIRAR;0.48; LM 
6478;REMAN BANCO CAPACITOR 900 KVAR LM;UN;INSTALAR;0.78; LM 
6478;REMAN BANCO CAPACITOR 900 KVAR LM;UN;RETIRAR;0.34; LM 
6245;REMAN PST C/USO GUIND LM;UN;INSTALAR;4.2; LM 
6245;REMAN PST C/USO GUIND LM;UN;RETIRAR;1.8; LM 
6941;REMAN PST MANUAL LM;UN;INSTALAR;4.2; LM 
6941;REMAN PST MANUAL LM;UN;RETIRAR;1.8; LM 
6498;REMAN CADEIA ISOLADOR DISCO REDE LM;UN;INSTALAR;0.35; LM 
6498;REMAN CADEIA ISOLADOR DISCO REDE LM;UN;RETIRAR;0.15; LM 
6469;ESTRUT ILUM REMANEJAR LUMIN SIMPLES LM;UN;INSTALAR;2.1; LM 
6469;ESTRUT ILUM REMANEJAR LUMIN SIMPLES LM;UN;RETIRAR;0.9; LM 
6433;REMAN REG TENS MONO LM;UN;INSTALAR;9.8; LM 
6433;REMAN REG TENS MONO LM;UN;RETIRAR;4.2; LM 
6434;REMAN RELIG LM;UN;INSTALAR;9.8; LM 
6434;REMAN RELIG LM;UN;RETIRAR;4.2; LM 
6611;REMAN TRANSF MON LM;UN;INSTALAR;7; LM 
6611;REMAN TRANSF MON LM;UN;RETIRAR;3; LM 
6610;REMAN TRANSF TRIF LM;UN;INSTALAR;9.8; LM 
6610;REMAN TRANSF TRIF LM;UN;RETIRAR;4.2; LM 
6461;EFET REP CALC COM COM FORNEC MAT LM;UN;INSTALAR;2; LM 
6884;EFET REP CALC ESPEC COM FORN MAT LM;UN;INSTALAR;5; LM 
6435;REPAR COND C/PREFORM LM;UN;INSTALAR;0.2; LM 
6449;REPOSIC CRUZ N1/N2 OU B1/B2 LM;UN;INSTALAR;2; LM 
6450;REPOSIC CRUZ N3,N4 OU B3,B4,T3/T4 LM;UN;INSTALAR;6; LM 
6451;SERV OFIC RETENS ESTAI POSTE-ESTRUT LM;UN;INSTALAR;0.94; LM 
7635;RET DESMANTELAR ATER LM;UN;RETIRAR;0.7; LM 
6889;RET CASA JOAO BARRO LM;UN;RETIRAR;0.38; LM 
7640;RET. COND ISOL. DE BAR. DE TRANSF. LM;UN;RETIRAR;0.2; LM 
7174;RET ESTAI DE QUALQUER TIPO CORD LM;UN;RETIRAR;1; LM 
6288;RET OBJ ESTRANHO REDE LM;VAO;RETIRAR;0.3; LM 
6484;RET RAMAL ENTR C ELETROD CAIXA CP REDE;UN;RETIRAR;0.5; LM 
6452;SECCIONAR CERCA POR FIO LM;UN;INSTALAR;0.1; LM 
10521;SERV INSPECAO EM REDE RURAL LM;POSTE;INSTALAR;0.34; LM 
6367;SERV OFIC DESAT ESTAI POSTE-ESTRUT LM;UN;RETIRAR;1; LM 
6410;SERV OFIC INST CRUZETA LM;UN;INSTALAR;2; LM 
6615;SUBST PARA-RAIO < 34,5 kV LM;UN;INSTALAR;0.91; LM 
6615;SUBST PARA-RAIO < 34,5 kV LM;UN;RETIRAR;0.39; LM 
6893;SERC OFIC SUBS CABO ACO EM ESTAI LM;UN;INSTALAR;1.38; LM 
6893;SERC OFIC SUBS CABO ACO EM ESTAI LM;UN;RETIRAR;0.59; LM 
6501;SUBST ELO FUSIVEL LM;UN;INSTALAR;0.35; LM 
6501;SUBST ELO FUSIVEL LM;UN;RETIRAR;0.15; LM 
6653;EST ILUM SUBST LUMIN FECHADA LM;UN;INSTALAR;1.05; LM 
6653;EST ILUM SUBST LUMIN FECHADA LM;UN;RETIRAR;0.45; LM 
6502;SUBST MAO FRANCESA LM;UN;INSTALAR;0.28; LM 
6502;SUBST MAO FRANCESA LM;UN;RETIRAR;0.12; LM 
6506;SUBST PINO PARA ISOLADOR LM;UN;INSTALAR;0.35; LM 
6506;SUBST PINO PARA ISOLADOR LM;UN;RETIRAR;0.15; LM 
6503;SUBST PORTA FUSIVEL ELO FUSIVEL LM;UN;INSTALAR;0.35; LM 
6503;SUBST PORTA FUSIVEL ELO FUSIVEL LM;UN;RETIRAR;0.15; LM 
6545;SIST ILUM SUBST REATOR EXTERNO LM;UN;INSTALAR;0.14; LM 
6545;SIST ILUM SUBST REATOR EXTERNO LM;UN;RETIRAR;0.06; LM 
6609;SIST ILUM SUBST RELE FOTOELETRICO LM;UN;INSTALAR;0.14; LM 
6609;SIST ILUM SUBST RELE FOTOELETRICO LM;UN;RETIRAR;0.06; LM 
6481;SERV TRANSFORMAR TIPO N1 PARA N2;ESTRUT;INSTALAR;2; LM 
6527;SERV TRANSFORMAR TIPO N1 PARA N4;ESTRUT;INSTALAR;5.5; LM 
6482;SERV TRANSFORMAR TIPO N2 PARA N1;ESTRUT;INSTALAR;0.5; LM 
6483;SERV TRANSFORMAR TIPO N4 PARA N1;ESTRUT;INSTALAR;4; LM 
91023;TRANSPORTE DE POSTES COM CAMINHÇO TOCO/TRUCK POR KM;KM;INSTALAR;0.11; LM 
91024;TRANSPORTE DE POSTES COM CARRETA POR KM;KM;INSTALAR;0.13; LM 
6453;TRAT HST ATERR TR QU LABORGEL/SIMILAR LM;UN;INSTALAR;1; LM 
6454;VER SEQU FASE LM;ESTRUT;INSTALAR;0.75; LM 
6644;VISIT PREV CANT OBRA EXTE MAIO QUE 0,5KM;UN;INSTALAR;2.73; LM 
6645;VISIT PREV CANT OBRA EXTE MENO OU=0,5KM;UN;INSTALAR;2.27; LM 
6151;DESLOC EQUIP PESADA ACIMA 50 KM DA BASE;KM;INSTALAR;0.06; LM 
67000;MOBILIZA€ÇO E DESMOBILIZA€ÇO EQUIPE;UNID.;INSTALAR;6; LM 
4595;ALTERA€ÇO DE US - ITEM A SER UTILIZADO PARA PAGAMENTO DA DIFEREN€A NA MEDI€ÇO DE MÇO DE OBRA QUANDO HOUVER AJUSTE NO VALOR DA US.;UNID.;INSTALAR;; LM 
26376;SERV. EMERG. FORA DO HORARIO COMERCIAL-ADICIONAL 30%;UNID.;INSTALAR;; LM 
60163;VISITA IMPRODUTIVA - SEM ATUA€ÇO;UNID.;INSTALAR;; LM 
92525;SERV. EMERG. HORARIO COMERCIAL - ADICIONAL 12%;UNID.;INSTALAR;; LM 
6770;DESAT CABO AL CA PROTEG 185MM2 LV;M;RETIRAR;0,02;LV
6771;DESAT CABO AL CA PROTEG 50MM2 LV;M;RETIRAR;0,01;LV
6768;DESAT CABO AL NU PRIM CA/CAA 4/0A336 LV;M;RETIRAR;0,02;LV
6769;DESAT CABO AL NU PRIM CA/CAA 4A1/0 LV;M;RETIRAR;0,01;LV
6763;DESAT CAPACITOR MT MONOPOLAR LV;PE€;RETIRAR;0,37;LV
6765;DESAT CH 1P DS CARG-NR-MAN 3PC =>69KV LV;PE€;RETIRAR;0,42;LV
6859;DESAT CH SECCIONADORA  =>15KV BY PASS LV;PE€;RETIRAR;0,42;LV
8771;DESAT CH TRIP OLEO ABER CARGA < 69 KV LV;PE€;RETIRAR;1,19;LV
6766;DESAT CHAVE FUS <69KV 1F LV;PE€;RETIRAR;0,36;LV
7896;DESAT CHAVE FUS RELIG >= 34,5 KV 1F LV;PE€;RETIRAR;0,43;LV
6772;DESAT CRUZ DUPLA P BASE EQUIPAM ESPEC LV;PE€;RETIRAR;1;LV
6773;DESAT ESPAC LOSANG 50/185MMý LV;PE€;RETIRAR;0,35;LV
6356;DESAT ESPAC RD BT LV;PE€;RETIRAR;0,06;LV
6775;DESAT EST PRIM CE1 LV;PE€;RETIRAR;0,5;LV
6776;DESAT EST PRIM CE1-A LV;PE€;RETIRAR;0,5;LV
6778;DESAT EST PRIM CE2-CE3 LV;PE€;RETIRAR;2;LV
6793;DESAT EST PRIM N3-2/M3-2/N2-3/M2-3 LV 1C;PE€;RETIRAR;0,79;LV
6792;DESAT EST PRIM N3-2/M3-2/N2-3/M2-3 LV 2C;PE€;RETIRAR;1,04;LV
6788;DESAT ESTR PRIM N3/N3-E/M3/B3/B3-E LV;PE€;RETIRAR;0,93;LV
6789;DESAT ESTRUT PRIM N4/N4-E/M4/B4/B4-E LV;PE€;RETIRAR;1,04;LV
6777;DESAT ESTRUTURA PRIM CE2 LV;PE€;RETIRAR;0,5;LV
6779;DESAT ESTRUTURA PRIM CE3 LV;PE€;RETIRAR;2;LV
6780;DESAT ESTRUTURA PRIM CE4 LV;PE€;RETIRAR;2;LV
6791;DESAT ESTRUTURA PRIM HS LV;PE€;RETIRAR;1,14;LV
6785;DESAT ESTRUTURA PRIM HT/HTE LV;PE€;RETIRAR;1,5;LV
6786;DESAT ESTRUTURA PRIM N1/M1/B1 LV;PE€;RETIRAR;0,53;LV
6787;DESAT ESTRUTURA PRIM N2/M2/B2/B2-E LV;PE€;RETIRAR;0,93;LV
6783;DESAT ESTRUTURA PRIM U1 LV;PE€;RETIRAR;0,3;LV
6784;DESAT ESTRUTURA PRIM U2 LV;PE€;RETIRAR;0,3;LV
6781;DESAT ESTRUTURA PRIM U3/U3-2/U2-3 LV;PE€;RETIRAR;1;LV
6782;DESAT ESTRUTURA PRIM U4 LV;PE€;RETIRAR;1;LV
6847;DESAT ISOLADOR DISCO LV;PE€;RETIRAR;0,5;LV
6796;DESAT ISOLADOR PILAR LV;PE€;RETIRAR;0,29;LV
6794;DESAT ISOLADOR PINO FIM DE REDE LV;PE€;RETIRAR;0,32;LV
6795;DESAT ISOLADOR PINO TANGENTE LV;PE€;RETIRAR;0,29;LV
6799;DESAT PARA-RAIOS RD < 34,5 KV LV;PE€;RETIRAR;0,32;LV
6801;DESAT POSTE ACIMA DE 13 M LV;PE€;RETIRAR;4,5;LV
6800;DESAT POSTE DE 8,5 ATE 13 M LV;PE€;RETIRAR;1,7;LV
6802;DESAT REGUL TENSAO NA REDE MT;PE€;RETIRAR;1,51;LV
6803;DESAT RELIGADOR NA REDE MT LV;PE€;RETIRAR;1,19;LV
6858;DESAT CONECT E/OU TERM < 69 KV LV;PE€;RETIRAR;0,11;LV
6774;DESAT SEPARADOR VERTICAL 50/185MMý LV;PE€;RETIRAR;0,35;LV
6804;DESAT TRANSF DISTRIBUIC AEREO 1F LV;PE€;RETIRAR;2;LV
6761;DESATIVAR BANCO CAPACITOR 600 KVAR LV;CJ;RETIRAR;1,91;LV
6762;DESATIVAR BANCO CAPACITOR 900 KVAR LV;CJ;RETIRAR;3;LV
6790;DESATIVAR ESTRUT PRIM N1 COM MUFLA LV;PE€;RETIRAR;0,79;LV
6797;DESATIVAR MAO FRANCESA LV;PE€;RETIRAR;0,2;LV
92323;DIµRIA HOSPEDAGEM ALIMENTA€ÇO FORA DA REGIONAL (POR COLABORADOR) - LV;UN;INSTALAR;0,86;LV
6677;EMEND CABO MENS REDE PROTEGIDA LV;PE€;INSTALAR;0,6;LV
92321;HORA DO COLABORADOR EM DISPONIBILIDADE PARA OUTRA REGIONAL - LV;UN;INSTALAR;0,62;LV
6834;IDENTIFICAR SEQUENCIA FASES EM ALIM LV;UN;INSTALAR;0,28;LV
6681;INST BANCO CAPACITOR 600KVAR LV;PE€;INSTALAR;2,68;LV
6682;INST BANCO CAPACITOR 900KVAR LV;PE€;INSTALAR;0,48;LV
6683;INST CAPACITOR MT MONOPOLAR LV;PE€;INSTALAR;0,48;LV
92331;INST CH SECC S/LAM TER MONO MAN <69KV - LV;PE€;INSTALAR;0,55;LV
92330;INST CHAVE FUSIVEL 3 OP < 34,5 KV - LV;PE€;INSTALAR;1,3;LV
92329;INST CHAVE FUSIVEL 3 OP => 34,5 KV - LV;PE€;INSTALAR;1,3;LV
6691;INST CONEC RD SEC LV;PE€;INSTALAR;0,1;LV
6690;INST CONECTOR REDE PRIMARIA LV;PE€;INSTALAR;0,4;LV
6692;INST CRUZETA DUPLA LV;PE€;INSTALAR;2;LV
6419;INST ESPAC REDE BT LV;PE€;INSTALAR;0,2;LV
6693;INST ESPACADOR LOSANG 50/185MMý LV;PE€;INSTALAR;0,35;LV
6712;INST EST PRIM N4/N4-E/M4/B4/B4-E C CH LV;PE€;INSTALAR;2,12;LV
6714;INST EST SEC EM REDE CONVENCIONAL LV;PE€;INSTALAR;0,57;LV
6695;INST ESTAI CRUZETA A CRUZETA LV;PE€;INSTALAR;2,5;LV
6697;INST ESTR PRIM CE1 LV;PE€;INSTALAR;1,13;LV
6698;INST ESTR PRIM CE1-A LV;PE€;INSTALAR;1,13;LV
6699;INST ESTR PRIM CE1-C LV;PE€;INSTALAR;1,13;LV
6711;INST ESTR PRIM N3/N3-E/M3/B3/B3-E LV;PE€;INSTALAR;1,28;LV
6713;INST ESTRUT PRIM N4/N4-E/M4/B4/B4-E LV;PE€;INSTALAR;1,46;LV
6700;INST ESTRUTURA PRIM CE3 LV;PE€;INSTALAR;2,84;LV
6701;INST ESTRUTURA PRIM CE4 LV;PE€;INSTALAR;2,84;LV
6706;INST ESTRUTURA PRIM HT/HTE LV;PE€;INSTALAR;2,11;LV
6707;INST ESTRUTURA PRIM N1/M1/B1 LV;PE€;INSTALAR;0,7;LV
6709;INST ESTRUTURA PRIM N2/M2/B2/B2-E LV;PE€;INSTALAR;1,28;LV
6702;INST ESTRUTURA PRIM U1 LV;PE€;INSTALAR;0,8;LV
6703;INST ESTRUTURA PRIM U2 LV;PE€;INSTALAR;0,8;LV
6704;INST ESTRUTURA PRIM U3/U3-2/U2-3 LV;PE€;INSTALAR;2;LV
6705;INST ESTRUTURA PRIM U4 LV;PE€;INSTALAR;2;LV
6715;INST ISOLADOR DISCO LV;PE€;INSTALAR;0,4;LV
6718;INST ISOLADOR PILAR LV;PE€;INSTALAR;0,36;LV
6716;INST ISOLADOR PINO FIM DE REDE LV;PE€;INSTALAR;0,4;LV
6717;INST ISOLADOR PINO TANGENTE LV;PE€;INSTALAR;0,36;LV
6720;INST MEDICAO MT CONJUNTO TC E TP LV;CJ;INSTALAR;0,96;LV
6721;INST OLHAL LV;PE€;INSTALAR;0,28;LV
6722;INST PARA-RAIOS RD < 34,5 KV LV;PE€;INSTALAR;0,36;LV
6724;INST POSTE ACIMA DE 13 M LV;PE€;INSTALAR;4,5;LV
6723;INST POSTE ATE 13M <69KV GUIN LV;PE€;INSTALAR;1,7;LV
6726;INST REGULADOR TENSAO NA REDE MT LV;PE€;INSTALAR;2,11;LV
6725;INST RELIGADOR TENSAO NA REDE MT LV;PE€;INSTALAR;2,9;LV
6694;INST SEPARADOR VERTICAL 50/185MMý LV;PE€;INSTALAR;0,35;LV
6727;INST TRANSF DISTRIBUIC AEREO MONO LV;PE€;INSTALAR;8;LV
6728;INST TRANSF DISTRIBUIC AEREO TRIF LV;PE€;INSTALAR;11;LV
6710;INSTAL ESTR PRIM N3-2/M3-2/N2-3/M2-3  LV;PE€;INSTALAR;1,46;LV
6696;INSTALACAO ESTRIBO EM REDE EXIST AT  LV;PE€;INSTALAR;0,2;LV
6708;INSTALACAO ESTRUT PRIM N1 MUFLA LV;PE€;INSTALAR;1,34;LV
7953;INST CHAVE FUSIVEL < 34,5KV LV;PE€;INSTALAR;0,48;LV
7954;INST CHAVE FUSIVEL >= 34,5KV LV;PE€;INSTALAR;0,48;LV
92322;KM RODADO EM DESLOCAMENTO PARA OUTRA REGIONAL (POR COLABORADOR) - LV;KM;INSTALAR;0,01;LV
6612;PODAR ARVORE LINHA VIVA;UN;INSTALAR;0,5;LV
6733;REAPERT CONEXOES PRIMARIAS LV;PE€;INSTALAR;0,45;LV
6734;REAPERT CONEXOES SECUNDARIAS LV;PE€;INSTALAR;0,1;LV
6843;REINST CAPACITOR MT MONOPOLAR LV;PE€;INSTALAR;1,12;LV
6843;REINST CAPACITOR MT MONOPOLAR LV;PE€;RETIRAR;0,48;LV
6845;REINST CH FUSIVEL RELIG <34,5KV LV;PE€;INSTALAR;1,19;LV
6845;REINST CH FUSIVEL RELIG <34,5KV LV;PE€;RETIRAR;0,51;LV
6855;REINST CH FUSIVEL RELIG > = 34,5KV LV;PE€;INSTALAR;1,19;LV
6855;REINST CH FUSIVEL RELIG > = 34,5KV LV;PE€;RETIRAR;0,51;LV
6846;REINST CH TRIP DESLIGAM EM CARGA LV;PE€;INSTALAR;10,5;LV
6846;REINST CH TRIP DESLIGAM EM CARGA LV;PE€;RETIRAR;4,5;LV
6844;REINST CHAVE FUSIVEL <34,5KV LV;PE€;INSTALAR;0,91;LV
6844;REINST CHAVE FUSIVEL <34,5KV LV;PE€;RETIRAR;0,39;LV
6854;REINST CHAVE FUSIVEL > = 34,5KV LV;PE€;INSTALAR;0,91;LV
6854;REINST CHAVE FUSIVEL > = 34,5KV LV;PE€;RETIRAR;0,39;LV
6853;REINST CHAVE SECC FACA > =15KV LV;PE€;INSTALAR;0,91;LV
6853;REINST CHAVE SECC FACA > =15KV LV;PE€;RETIRAR;0,39;LV
6679;REINST CRUZAM AER FLY TAP BT JUMP LV;PE€;INSTALAR;0,14;LV
6679;REINST CRUZAM AER FLY TAP BT JUMP LV;PE€;RETIRAR;0,06;LV
6678;REINST CRUZAM AER FLY TAP MT JUMP LV;PE€;INSTALAR;0,28;LV
6678;REINST CRUZAM AER FLY TAP MT JUMP LV;PE€;RETIRAR;0,12;LV
6848;REINST PARA-RAIO RD > = 34,5KV LV;PE€;INSTALAR;0,91;LV
6848;REINST PARA-RAIO RD > = 34,5KV LV;PE€;RETIRAR;0,39;LV
6849;REINST POSTE ACIMA DE 13M LV;PE€;INSTALAR;4,2;LV
6849;REINST POSTE ACIMA DE 13M LV;PE€;RETIRAR;1,8;LV
6856;REINST POSTE DE 8,5 ATE 13M LV;PE€;INSTALAR;4,2;LV
6856;REINST POSTE DE 8,5 ATE 13M LV;PE€;RETIRAR;1,8;LV
6850;REINST REGULADOR TENSAO NA REDE MT LV;PE€;INSTALAR;9,8;LV
6850;REINST REGULADOR TENSAO NA REDE MT LV;PE€;RETIRAR;4,2;LV
6851;REINST TRANSF DIST MONOFASICO LV;PE€;INSTALAR;7;LV
6851;REINST TRANSF DIST MONOFASICO LV;PE€;RETIRAR;3;LV
6852;REINST TRANSF DIST TRIFASICO LV;PE€;INSTALAR;9,8;LV
6852;REINST TRANSF DIST TRIFASICO LV;PE€;RETIRAR;4,2;LV
6738;REMAN BANCO CAPACIT 300 KVAR < 69 KV LV;CJ;INSTALAR;1,12;LV
6738;REMAN BANCO CAPACIT 300 KVAR < 69 KV LV;CJ;RETIRAR;0,48;LV
6739;REMAN BANCO CAPACIT 600 KVAR < 69 KV LV;CJ;INSTALAR;1,12;LV
6739;REMAN BANCO CAPACIT 600 KVAR < 69 KV LV;CJ;RETIRAR;0,48;LV
6740;REMAN BANCO CAPACIT 900 KVAR < 69 KV LV;CJ;INSTALAR;1,12;LV
6740;REMAN BANCO CAPACIT 900 KVAR < 69 KV LV;CJ;RETIRAR;0,48;LV
6748;REMAN CADEIA ISOLADOR DISCO REDE LV;PE€;INSTALAR;0,35;LV
6748;REMAN CADEIA ISOLADOR DISCO REDE LV;PE€;RETIRAR;0,15;LV
6745;REMAN CH FUS MONO < 34,5 KV RELIG LV;PE€;INSTALAR;1,19;LV
6745;REMAN CH FUS MONO < 34,5 KV RELIG LV;PE€;RETIRAR;0,51;LV
6746;REMAN CH FUS MONO > = 34,5 KV RELIG LV;PE€;INSTALAR;1,19;LV
6746;REMAN CH FUS MONO > = 34,5 KV RELIG LV;PE€;RETIRAR;0,51;LV
6743;REMAN CH FUSIVEL < 34,5 KV LV;PE€;INSTALAR;0,91;LV
6743;REMAN CH FUSIVEL < 34,5 KV LV;PE€;RETIRAR;0,39;LV
6744;REMAN CH FUSIVEL > = 34,5 KV LV;PE€;INSTALAR;0,91;LV
6744;REMAN CH FUSIVEL > = 34,5 KV LV;PE€;RETIRAR;0,39;LV
6742;REMAN CH SECC FACA >= 15KV LV;PE€;INSTALAR;0,91;LV
6742;REMAN CH SECC FACA >= 15KV LV;PE€;RETIRAR;0,39;LV
6741;REMAN CH TRIP OLEO TRIP A CAR < 69 KV LV;PE€;INSTALAR;10,5;LV
6741;REMAN CH TRIP OLEO TRIP A CAR < 69 KV LV;PE€;RETIRAR;4,5;LV
6747;REMAN ESPACADOR NA REDE BT LV;PE€;INSTALAR;0,18;LV
6747;REMAN ESPACADOR NA REDE BT LV;PE€;RETIRAR;0,08;LV
6749;REMAN PARA-RAIO < 34,5KV LV;PE€;INSTALAR;0,91;LV
6749;REMAN PARA-RAIO < 34,5KV LV;PE€;RETIRAR;0,39;LV
6750;REMAN PARA-RAIO > = 34,5KV LV;PE€;INSTALAR;0,91;LV
6750;REMAN PARA-RAIO > = 34,5KV LV;PE€;RETIRAR;0,39;LV
6751;REMAN POSTE < 69 KV COM USO GUIND LV;PE€;INSTALAR;4,2;LV
6751;REMAN POSTE < 69 KV COM USO GUIND LV;PE€;RETIRAR;1,8;LV
6752;REMAN REG TENS MONOPOL <69KV LV;PE€;INSTALAR;9,8;LV
6752;REMAN REG TENS MONOPOL <69KV LV;PE€;RETIRAR;4,2;LV
